DATE,OPEN,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
25-04-13,91.63,92.55,91,91.34,214126,1343
23-04-13,92.35,92.45,90.9,91.39,207947,1214
22-04-13,92.01,92.5,91.53,92.26,147949,1001
18-04-13,91.44,91.97,90.81,91.68,194649,1125
17-04-13,93.61,93.61,91,91.24,194205,1557
16-04-13,94.57,96.21,92.55,92.69,639549,4768
15-04-13,91.68,92.06,90.42,90.86,127540,880
12-04-13,90.71,92.16,90.18,91.82,549044,1092
11-04-13,92.59,92.64,90.37,90.76,624628,901
10-04-13,91.68,92.16,90.76,91.77,82972,689
09-04-13,93.61,93.8,90.71,91.19,144844,1235
08-04-13,92.83,93.66,91.87,93.03,190559,1104
05-04-13,91.44,92.64,91.19,91.82,117551,799
04-04-13,92.64,93.61,91.19,91.48,255649,2001
03-04-13,93.41,97.8,92.06,92.69,593294,4686
02-04-13,91.68,92.83,91.58,92.01,147388,1029
01-04-13,91.82,93.46,91.73,92.45,171544,863
28-03-13,90.95,93.46,90.37,93.03,223585,1146
26-03-13,92.59,92.74,90.81,91.44,155723,876
25-03-13,94.52,94.52,91.24,92.35,208803,1655
22-03-13,90.81,94.33,90.81,92.5,263739,1858
21-03-13,94.67,96.89,90.42,91.19,483963,2437
20-03-13,94.52,95.34,94.14,95.05,332656,1131
19-03-13,95.01,95.01,92.64,94.43,119844,869
18-03-13,97.47,97.47,94.72,94.96,99529,851
15-03-13,96.98,98.87,96.98,98.34,527072,2096
14-03-13,95.3,97.66,94.09,97.18,210612,1447
13-03-13,94.86,95.01,93.94,94.48,122125,704
12-03-13,97.08,97.71,94.19,94.48,318709,2334
11-03-13,95.54,98,94.96,97.52,341215,2067
08-03-13,94.67,95.73,94.57,95.34,146439,849
07-03-13,96.26,96.26,93.9,94.52,164695,1129
06-03-13,95.54,96.12,94.57,94.76,238254,1564
05-03-13,94.57,95.44,92.64,95.1,577242,1916
04-03-13,93.94,94.76,92.83,93.75,187902,1033
01-03-13,90.71,94.57,89.8,93.75,340096,2572
28-02-13,95.3,95.54,90.23,91.29,276265,2036
27-02-13,93.85,94.67,92.98,93.99,142930,835
26-02-13,94.72,95.1,93.51,93.9,139673,917
25-02-13,93.9,95.05,93.61,94.72,135317,1748
22-02-13,94.38,95.05,92.69,93.85,197922,1433
21-02-13,94.09,94.86,93.32,93.85,226881,1941
20-02-13,93.75,94.43,93.22,93.9,131058,1004
19-02-13,93.08,93.66,92.21,93.51,173548,1523
18-02-13,94.04,94.04,92.16,92.88,203413,1217
15-02-13,91.68,93.8,90.86,93.32,210306,1355
14-02-13,90.71,92.11,89.65,91.68,197216,1546
13-02-13,93.61,93.7,90.52,90.95,253878,2122
12-02-13,94.04,94.09,92.93,93.46,210516,1407
11-02-13,94.09,94.86,92.11,94.19,751379,5431
08-02-13,93.99,94.48,92.64,93.7,320671,2036
07-02-13,95.54,95.83,93.41,93.61,277055,2519
06-02-13,95.25,96.84,94.91,95.49,297719,2019
05-02-13,95.83,97.8,95.1,95.34,1319473,2944
04-02-13,99.73,99.78,96.55,96.79,217925,1429
01-02-13,98.24,99.59,97.66,99.06,3699096,2724
31-01-13,99.83,99.83,97.03,97.66,384423,3147
30-01-13,102.77,102.97,99.54,99.83,156594,2221
29-01-13,102.49,103.84,101.86,102.63,469738,1976
28-01-13,103.21,103.26,102.15,102.39,143185,927
25-01-13,103.31,103.35,101.81,102.49,5204738,1799
24-01-13,106.63,106.73,102.39,103.55,244282,1592
23-01-13,104.42,106.49,102.53,106.01,365924,2424
22-01-13,105.19,105.19,102.39,103.55,168480,1314
21-01-13,105.19,105.33,103.06,104.66,266129,1487
18-01-13,104.03,104.95,101.33,104.42,244434,1848
17-01-13,102.92,103.16,101.47,102.82,122865,923
16-01-13,105.14,105.14,101.91,102.39,177456,1214
15-01-13,103.21,104.85,101.91,104.03,196086,2027
14-01-13,103.69,103.69,102.15,102.49,131517,932
11-01-13,105.09,105.19,102.77,103.06,154655,1108
10-01-13,105.33,106.3,104.42,104.95,121759,1090
09-01-13,106.59,107.07,104.8,105.33,209056,1732
08-01-13,105.09,106.06,104.17,105.62,132129,1072
07-01-13,106.63,106.68,104.8,104.99,227850,1158
04-01-13,106.15,106.59,104.7,106.25,248571,1599
03-01-13,108.56,108.56,105.86,106.25,198322,1363
02-01-13,107.6,108.32,107.41,107.74,317146,1910
01-01-13,106.92,107.84,106.63,107.17,388673,2220
31-12-12,105.43,106.68,104.95,106.49,356512,1643
28-12-12,105.33,106.06,104.85,105.24,189649,1175
27-12-12,105.96,105.96,103.84,104.8,206686,1498
26-12-12,103.64,105.19,102.58,104.95,327048,2166
24-12-12,102.73,103.69,102.1,103.35,245283,2300
21-12-12,103.35,103.69,101.52,102.24,1881275,1328
20-12-12,103.98,104.42,102.53,103.93,243782,1745
19-12-12,103.21,104.13,102.34,103.35,274307,1733
18-12-12,103.4,103.64,102.15,102.58,213184,1274
17-12-12,101.33,103.02,100.8,102.44,364035,1311
14-12-12,102.15,102.53,100.56,101.09,212378,2251
13-12-12,102.77,103.45,101.42,102,249056,1413
12-12-12,104.22,104.42,102,102.63,297606,3421
11-12-12,106.15,106.59,102.53,103.59,578557,3517
10-12-12,106.88,106.92,103.93,105.19,517056,3411
07-12-12,106.39,107.02,105.28,105.86,531179,3669
06-12-12,103.98,105.57,102,104.95,462045,3186
05-12-12,109.05,109.24,103.35,103.88,593216,4472
04-12-12,103.69,108.28,103.31,107.84,660013,4289
03-12-12,104.22,104.7,102.58,103.69,220631,1446
30-11-12,102.29,104.46,102.05,103.79,322804,1946
29-11-12,100.17,102.68,99.83,102.15,470568,2573
27-11-12,99.64,100.84,99.4,99.73,193490,1302
26-11-12,99.35,100.17,99.06,99.69,232866,1709
23-11-12,97.47,98.77,96.5,98.48,188950,1284
22-11-12,97.27,97.61,95.59,97.37,223457,1958
21-11-12,94.96,97.08,94.28,96.84,285778,1864
20-11-12,93.61,95.39,93.61,94.96,340861,2262
19-11-12,95.68,96.41,92.98,93.27,306304,2014
16-11-12,96.7,96.98,95.05,95.68,298498,1870
15-11-12,97.23,97.32,95.73,96.7,150135,1261
13-11-12,97.18,97.47,95.59,96.55,123832,1132
12-11-12,98.14,98.38,95.78,96.26,279290,1932
09-11-12,98.77,100.36,97.32,97.66,486800,4339
08-11-12,99.2,99.4,97.47,98.09,427143,3042
07-11-12,101.42,101.91,99.73,100.22,397230,2289
06-11-12,100.46,102.97,100.46,102.73,245613,1616
05-11-12,102.29,103.21,101.18,101.81,194755,1201
02-11-12,102.92,103.74,102,102.77,146410,1028
01-11-12,102.05,103.06,100.94,102.44,186698,1217
31-10-12,101.23,102.97,101.23,102.24,178808,1305
30-10-12,103.02,103.74,101.04,101.57,305816,2419
29-10-12,102.05,103.4,99.4,102.82,296813,1873
26-10-12,101.62,101.81,99.64,100.99,143485,1095
25-10-12,101.57,102.29,101.13,101.38,141929,966
23-10-12,102.05,102.77,101.04,101.47,137813,1076
22-10-12,101.33,103.11,100.22,102.53,261232,1831
19-10-12,103.16,103.26,100.99,101.33,317990,3400
18-10-12,100.94,103.59,100.6,103.21,871184,7201
17-10-12,98.34,100.36,98.34,100.07,355295,2693
16-10-12,100.31,101.13,97.56,98,371364,2686
15-10-12,99.54,100.22,98.14,99.83,245837,1966
12-10-12,98.19,99.73,97.71,98.72,260576,1896
11-10-12,96.55,98.72,96.36,98.24,215775,1869
10-10-12,98.67,98.67,96.31,96.55,359444,2516
09-10-12,97.76,100.36,97.76,98.77,396640,2865
08-10-12,99.88,99.88,97.56,97.9,400369,3187
05-10-12,101.81,102.68,98.09,100.41,629328,3528
